N;Actividad;Produccion_PB;PB_Sim;Dif_pp;fila;columna;shock;year;S_Actividad;S_Componente_Demanda
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;1;4;-99;2016;Agropecuario-silvícola y Pesca;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;1;4;-99;2016;Agropecuario-silvícola y Pesca;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;1;4;-99;2016;Agropecuario-silvícola y Pesca;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;2;4;-99;2016;Minería;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;2;4;-99;2016;Minería;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;2;4;-99;2016;Minería;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;2;4;-99;2016;Minería;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;2;4;-99;2016;Minería;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;2;4;-99;2016;Minería;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;2;4;-99;2016;Minería;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;2;4;-99;2016;Minería;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;2;4;-99;2016;Minería;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;2;4;-99;2016;Minería;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;2;4;-99;2016;Minería;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;2;4;-99;2016;Minería;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;2;4;-99;2016;Minería;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;3;4;-99;2016;Industria manufacturera;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;3;4;-99;2016;Industria manufacturera;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;3;4;-99;2016;Industria manufacturera;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;3;4;-99;2016;Industria manufacturera;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;3;4;-99;2016;Industria manufacturera;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;3;4;-99;2016;Industria manufacturera;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;3;4;-99;2016;Industria manufacturera;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;3;4;-99;2016;Industria manufacturera;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;3;4;-99;2016;Industria manufacturera;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;3;4;-99;2016;Industria manufacturera;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;3;4;-99;2016;Industria manufacturera;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;3;4;-99;2016;Industria manufacturera;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;3;4;-99;2016;Industria manufacturera;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;4;4;-99;2016;Electricidad, gas, agua y gestión de desechos;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;5;4;-99;2016;Construcción;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;5;4;-99;2016;Construcción;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;5;4;-99;2016;Construcción;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;5;4;-99;2016;Construcción;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;5;4;-99;2016;Construcción;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;5;4;-99;2016;Construcción;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;5;4;-99;2016;Construcción;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;5;4;-99;2016;Construcción;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;5;4;-99;2016;Construcción;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;5;4;-99;2016;Construcción;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;5;4;-99;2016;Construcción;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;5;4;-99;2016;Construcción;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;5;4;-99;2016;Construcción;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;6;4;-99;2016;Comercio, hoteles y restaurantes;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;7;4;-99;2016;Transporte, comunicaciones y servicios de información;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;8;4;-99;2016;Intermediación financiera;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;8;4;-99;2016;Intermediación financiera;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;8;4;-99;2016;Intermediación financiera;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;8;4;-99;2016;Intermediación financiera;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;8;4;-99;2016;Intermediación financiera;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;8;4;-99;2016;Intermediación financiera;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;8;4;-99;2016;Intermediación financiera;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;8;4;-99;2016;Intermediación financiera;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;8;4;-99;2016;Intermediación financiera;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;8;4;-99;2016;Intermediación financiera;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;8;4;-99;2016;Intermediación financiera;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;8;4;-99;2016;Intermediación financiera;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;8;4;-99;2016;Intermediación financiera;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;9;4;-99;2016;Servicios inmobiliarios y de vivienda;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;10;4;-99;2016;Servicios empresariales;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;10;4;-99;2016;Servicios empresariales;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;10;4;-99;2016;Servicios empresariales;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;10;4;-99;2016;Servicios empresariales;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;10;4;-99;2016;Servicios empresariales;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;10;4;-99;2016;Servicios empresariales;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;10;4;-99;2016;Servicios empresariales;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;10;4;-99;2016;Servicios empresariales;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;10;4;-99;2016;Servicios empresariales;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;10;4;-99;2016;Servicios empresariales;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;10;4;-99;2016;Servicios empresariales;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;10;4;-99;2016;Servicios empresariales;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;10;4;-99;2016;Servicios empresariales;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;11;4;-99;2016;Servicios personales;Var_Existencias
1;Minería;24815.83798;24815.83798;3.36E-11;11;4;-99;2016;Servicios personales;Var_Existencias
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;11;4;-99;2016;Servicios personales;Var_Existencias
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;11;4;-99;2016;Servicios personales;Var_Existencias
4;Construcción;25224.49908;25224.49908;-4.26E-14;11;4;-99;2016;Servicios personales;Var_Existencias
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;11;4;-99;2016;Servicios personales;Var_Existencias
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;11;4;-99;2016;Servicios personales;Var_Existencias
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;11;4;-99;2016;Servicios personales;Var_Existencias
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;11;4;-99;2016;Servicios personales;Var_Existencias
9;Servicios empresariales;25172.307;25172.307;5.28E-11;11;4;-99;2016;Servicios personales;Var_Existencias
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;11;4;-99;2016;Servicios personales;Var_Existencias
11;Administración pública;11630.38587;11630.38587;-1.02E-12;11;4;-99;2016;Servicios personales;Var_Existencias
Total;Total;291262.9875;291262.9875;-5.14E-12;11;4;-99;2016;Servicios personales;Var_Existencias
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;1;5;-99;2016;Agropecuario-silvícola y Pesca;Exportaciones
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;2;5;-99;2016;Minería;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;2;5;-99;2016;Minería;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;2;5;-99;2016;Minería;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;2;5;-99;2016;Minería;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;2;5;-99;2016;Minería;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;2;5;-99;2016;Minería;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;2;5;-99;2016;Minería;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;2;5;-99;2016;Minería;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;2;5;-99;2016;Minería;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;2;5;-99;2016;Minería;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;2;5;-99;2016;Minería;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;2;5;-99;2016;Minería;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;2;5;-99;2016;Minería;Exportaciones
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;3;5;-99;2016;Industria manufacturera;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;3;5;-99;2016;Industria manufacturera;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;3;5;-99;2016;Industria manufacturera;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;3;5;-99;2016;Industria manufacturera;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;3;5;-99;2016;Industria manufacturera;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;3;5;-99;2016;Industria manufacturera;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;3;5;-99;2016;Industria manufacturera;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;3;5;-99;2016;Industria manufacturera;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;3;5;-99;2016;Industria manufacturera;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;3;5;-99;2016;Industria manufacturera;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;3;5;-99;2016;Industria manufacturera;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;3;5;-99;2016;Industria manufacturera;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;3;5;-99;2016;Industria manufacturera;Exportaciones
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;4;5;-99;2016;Electricidad, gas, agua y gestión de desechos;Exportaciones
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;5;5;-99;2016;Construcción;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;5;5;-99;2016;Construcción;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;5;5;-99;2016;Construcción;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;5;5;-99;2016;Construcción;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;5;5;-99;2016;Construcción;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;5;5;-99;2016;Construcción;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;5;5;-99;2016;Construcción;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;5;5;-99;2016;Construcción;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;5;5;-99;2016;Construcción;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;5;5;-99;2016;Construcción;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;5;5;-99;2016;Construcción;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;5;5;-99;2016;Construcción;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;5;5;-99;2016;Construcción;Exportaciones
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;6;5;-99;2016;Comercio, hoteles y restaurantes;Exportaciones
0;Agropecuario-silvícola y Pesca;13985.638;13985.638;-2.06E-10;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
1;Minería;24815.83798;24815.83798;3.36E-11;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
2;Industria manufacturera;51505.56234;51505.56234;-3.08E-11;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
3;Electricidad, gas, agua y gestión de desechos;12675.04055;12675.04055;1.17E-10;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
4;Construcción;25224.49908;25224.49908;-4.26E-14;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
5;Comercio, hoteles y restaurantes;38664.68473;38664.68473;-3.77E-12;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
6;Transporte, comunicaciones y servicios de información;29715.62713;29715.62713;-7.99E-12;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
7;Intermediación financiera;13124.07236;13124.07236;-1.68E-11;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
8;Servicios inmobiliarios y de vivienda;16795.95538;16795.95538;-1.82E-12;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
9;Servicios empresariales;25172.307;25172.307;5.28E-11;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
10;Servicios personales;27953.37711;27953.37711;-8.53E-13;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
11;Administración pública;11630.38587;11630.38587;-1.02E-12;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
Total;Total;291262.9875;291262.9875;-5.14E-12;7;5;-99;2016;Transporte, comunicaciones y servicios de información;Exportaciones
